dt,product,industry,apps
12/30/21,A,Communication Services,512
12/30/21,A,Consulting,93
12/30/21,A,Janitorial Services,77
12/31/21,B,Financial Services,43
12/31/21,B,Retail,64
12/31/21,B,Beauty Industry,48
12/31/21,B,Construction,9
12/31/21,B,Agriculture,3
12/31/21,B,Transportation,99
12/31/21,B,Communication Services,227
12/31/21,B,Consulting,42
12/31/21,B,Janitorial Services,24
12/31/21,A,Financial Services,61
12/31/21,A,Retail,52
12/31/21,A,Beauty Industry,30
12/31/21,A,Construction,14
12/31/21,A,Agriculture,3
12/31/21,A,Transportation,168
12/31/21,A,Communication Services,257
12/31/21,A,Consulting,49
12/31/21,A,Janitorial Services,55
1/1/22,B,Financial Services,27
1/1/22,B,Retail,53
1/1/22,B,Beauty Industry,27
1/1/22,B,Construction,3
1/1/22,B,Agriculture,3
1/1/22,B,Transportation,68
1/1/22,B,Communication Services,164
1/1/22,B,Consulting,35
1/1/22,B,Janitorial Services,14
1/1/22,A,Financial Services,63
1/1/22,A,Retail,60
1/1/22,A,Beauty Industry,22
1/1/22,A,Construction,6
1/1/22,A,Transportation,143
1/1/22,A,Communication Services,240
1/1/22,A,Consulting,40
1/1/22,A,Janitorial Services,38
1/2/22,B,Financial Services,41
1/2/22,B,Retail,52
1/2/22,B,Beauty Industry,43
1/2/22,B,Construction,6
1/2/22,B,Transportation,76
1/2/22,B,Communication Services,228
1/2/22,B,Consulting,36
1/2/22,B,Janitorial Services,28
1/2/22,A,Financial Services,55
1/2/22,A,Retail,61
1/2/22,A,Beauty Industry,21
1/2/22,A,Construction,8
1/2/22,A,Agriculture,4
1/2/22,A,Transportation,190
1/2/22,A,Communication Services,296
1/2/22,A,Consulting,47
1/2/22,A,Janitorial Services,47
1/3/22,B,Financial Services,88
1/3/22,B,Retail,167
1/3/22,B,Beauty Industry,86
1/3/22,B,Construction,8
1/3/22,B,Agriculture,3
1/3/22,B,Transportation,202
1/3/22,B,Communication Services,740
1/3/22,B,Consulting,97
1/3/22,B,Janitorial Services,82
1/3/22,A,Financial Services,137
1/3/22,A,Retail,92
1/3/22,A,Beauty Industry,44
1/3/22,A,Construction,19
1/3/22,A,Agriculture,4
1/3/22,A,Transportation,479
1/3/22,A,Communication Services,652
1/3/22,A,Consulting,84
1/3/22,A,Janitorial Services,109
1/4/22,B,Financial Services,109
1/4/22,B,Retail,185
1/4/22,B,Beauty Industry,101
1/4/22,B,Construction,14
1/4/22,B,Transportation,201
1/4/22,B,Communication Services,608
1/4/22,B,Consulting,84
1/4/22,B,Janitorial Services,77
1/4/22,A,Financial Services,112
1/4/22,A,Retail,92
1/4/22,A,Beauty Industry,35
1/4/22,A,Construction,17
1/4/22,A,Agriculture,3
1/4/22,A,Transportation,316
1/4/22,A,Communication Services,527
1/4/22,A,Consulting,83
1/4/22,A,Janitorial Services,99
1/5/22,B,Financial Services,71
1/5/22,B,Retail,173
1/5/22,B,Beauty Industry,87
1/5/22,B,Construction,14
1/5/22,B,Agriculture,4
1/5/22,B,Transportation,192
1/5/22,B,Communication Services,641
1/5/22,B,Consulting,81
1/5/22,B,Janitorial Services,46
1/5/22,A,Financial Services,105
1/5/22,A,Retail,96
1/5/22,A,Beauty Industry,27
1/5/22,A,Construction,16
1/5/22,A,Transportation,284
1/5/22,A,Communication Services,439
1/5/22,A,Consulting,61
1/5/22,A,Janitorial Services,75
1/6/22,B,Financial Services,81
1/6/22,B,Retail,127
1/6/22,B,Beauty Industry,92
1/6/22,B,Construction,10
1/6/22,B,Transportation,137
1/6/22,B,Communication Services,530
1/6/22,B,Consulting,81
1/6/22,B,Janitorial Services,57
1/6/22,A,Financial Services,63
1/6/22,A,Retail,82
1/6/22,A,Beauty Industry,33
1/6/22,A,Construction,9
1/6/22,A,Transportation,255
1/6/22,A,Communication Services,467
1/6/22,A,Consulting,79
1/6/22,A,Janitorial Services,123
1/7/22,B,Financial Services,65
1/7/22,B,Retail,153
1/7/22,B,Beauty Industry,79
1/7/22,B,Construction,4
1/7/22,B,Agriculture,5
1/7/22,B,Transportation,124
1/7/22,B,Communication Services,478
1/7/22,B,Consulting,61
1/7/22,B,Janitorial Services,55
1/7/22,A,Financial Services,79
1/7/22,A,Retail,76
1/7/22,A,Beauty Industry,44
1/7/22,A,Construction,8
1/7/22,A,Transportation,282
1/7/22,A,Communication Services,399
1/7/22,A,Consulting,35
1/7/22,A,Janitorial Services,123
1/8/22,B,Financial Services,36
1/8/22,B,Retail,62
1/8/22,B,Beauty Industry,20
1/8/22,B,Construction,7
1/8/22,B,Agriculture,3
1/8/22,B,Transportation,96
1/8/22,B,Communication Services,216
1/8/22,B,Consulting,31
1/8/22,B,Janitorial Services,20
1/8/22,A,Financial Services,63
1/8/22,A,Retail,44
1/8/22,A,Beauty Industry,25
1/8/22,A,Construction,14
1/8/22,A,Agriculture,4
1/8/22,A,Transportation,153
1/8/22,A,Communication Services,339
1/8/22,A,Consulting,48
1/8/22,A,Janitorial Services,42
1/9/22,B,Financial Services,41
1/9/22,B,Retail,68
1/9/22,B,Beauty Industry,39
1/9/22,B,Construction,4
1/9/22,B,Agriculture,3
1/9/22,B,Transportation,70
1/9/22,B,Communication Services,213
1/9/22,B,Consulting,30
1/9/22,B,Janitorial Services,17
1/9/22,A,Financial Services,29
1/9/22,A,Retail,32
1/9/22,A,Beauty Industry,14
1/9/22,A,Construction,9
1/9/22,A,Agriculture,3
1/9/22,A,Transportation,119
1/9/22,A,Communication Services,218
1/9/22,A,Consulting,41
1/9/22,A,Janitorial Services,52
1/10/22,B,Financial Services,84
1/10/22,B,Retail,184
1/10/22,B,Beauty Industry,95
1/10/22,B,Construction,4
1/10/22,B,Agriculture,5
1/10/22,B,Transportation,158
1/10/22,B,Communication Services,537
1/10/22,B,Consulting,99
1/10/22,B,Janitorial Services,53
1/10/22,A,Financial Services,69
1/10/22,A,Retail,64
1/10/22,A,Beauty Industry,38
1/10/22,A,Construction,8
1/10/22,A,Agriculture,4
1/10/22,A,Transportation,164
1/10/22,A,Communication Services,284
1/10/22,A,Consulting,47
1/10/22,A,Janitorial Services,55
1/11/22,B,Financial Services,74
1/11/22,B,Retail,153
1/11/22,B,Beauty Industry,63
1/11/22,B,Construction,13
1/11/22,B,Agriculture,5
1/11/22,B,Transportation,172
1/11/22,B,Communication Services,579
1/11/22,B,Consulting,72
1/11/22,B,Janitorial Services,62
1/11/22,A,Financial Services,59
1/11/22,A,Retail,74
1/11/22,A,Beauty Industry,33
1/11/22,A,Construction,9
1/11/22,A,Agriculture,3
1/11/22,A,Transportation,190
1/11/22,A,Communication Services,348
1/11/22,A,Consulting,63
1/11/22,A,Janitorial Services,62
1/12/22,B,Financial Services,79
1/12/22,B,Retail,173
1/12/22,B,Beauty Industry,87
1/12/22,B,Construction,14
1/12/22,B,Agriculture,6
1/12/22,B,Transportation,167
1/12/22,B,Communication Services,531
1/12/22,B,Consulting,58
1/12/22,B,Janitorial Services,58
1/12/22,A,Financial Services,64
1/12/22,A,Retail,66
1/12/22,A,Beauty Industry,26
1/12/22,A,Construction,13
1/12/22,A,Agriculture,3
1/12/22,A,Transportation,213
1/12/22,A,Communication Services,290
1/12/22,A,Consulting,52
1/12/22,A,Janitorial Services,50
1/13/22,B,Financial Services,73
1/13/22,B,Retail,134
1/13/22,B,Beauty Industry,62
1/13/22,B,Construction,7
1/13/22,B,Transportation,162
1/13/22,B,Communication Services,541
1/13/22,B,Consulting,81
1/13/22,B,Janitorial Services,77
1/13/22,A,Financial Services,43
1/13/22,A,Retail,80
1/13/22,A,Beauty Industry,31
1/13/22,A,Construction,3
1/13/22,A,Agriculture,3
1/13/22,A,Transportation,168
1/13/22,A,Communication Services,296
1/13/22,A,Consulting,38
1/13/22,A,Janitorial Services,52
1/14/22,B,Financial Services,63
1/14/22,B,Retail,123
1/14/22,B,Beauty Industry,74
1/14/22,B,Construction,5
1/14/22,B,Transportation,142
1/14/22,B,Communication Services,465
1/14/22,B,Consulting,64
1/14/22,B,Janitorial Services,55
1/14/22,A,Financial Services,32
1/14/22,A,Retail,46
1/14/22,A,Beauty Industry,17
1/14/22,A,Construction,4
1/14/22,A,Agriculture,3
1/14/22,A,Transportation,108
1/14/22,A,Communication Services,235
1/14/22,A,Consulting,39
1/14/22,A,Janitorial Services,37
1/15/22,B,Financial Services,36
1/15/22,B,Retail,69
1/15/22,B,Beauty Industry,24
1/15/22,B,Agriculture,3
1/15/22,B,Transportation,64
1/15/22,B,Communication Services,207
1/15/22,B,Consulting,26
1/15/22,B,Janitorial Services,30
1/15/22,A,Financial Services,27
1/15/22,A,Retail,44
1/15/22,A,Beauty Industry,15
1/15/22,A,Construction,8
1/15/22,A,Transportation,98
1/15/22,A,Communication Services,153
1/15/22,A,Consulting,24
1/15/22,A,Janitorial Services,26
1/16/22,B,Financial Services,52
1/16/22,B,Retail,65
1/16/22,B,Beauty Industry,31
1/16/22,B,Construction,4
1/16/22,B,Agriculture,4
1/16/22,B,Transportation,85
1/16/22,B,Communication Services,207
1/16/22,B,Consulting,39
1/16/22,B,Janitorial Services,20
1/16/22,A,Financial Services,17
1/16/22,A,Retail,37
1/16/22,A,Beauty Industry,14
1/16/22,A,Construction,5
1/16/22,A,Agriculture,4
1/16/22,A,Transportation,62
1/16/22,A,Communication Services,161
1/16/22,A,Consulting,36
1/16/22,A,Janitorial Services,21
1/17/22,B,Financial Services,58
1/17/22,B,Retail,132
1/17/22,B,Beauty Industry,60
1/17/22,B,Construction,8
1/17/22,B,Transportation,125
1/17/22,B,Communication Services,475
1/17/22,B,Consulting,79
1/17/22,B,Janitorial Services,59
1/17/22,A,Financial Services,28
1/17/22,A,Retail,73
1/17/22,A,Beauty Industry,35
1/17/22,A,Construction,8
1/17/22,A,Agriculture,3
1/17/22,A,Transportation,178
1/17/22,A,Communication Services,239
1/17/22,A,Consulting,38
1/17/22,A,Janitorial Services,46
1/18/22,B,Financial Services,73
1/18/22,B,Retail,153
1/18/22,B,Beauty Industry,81
1/18/22,B,Construction,9
1/18/22,B,Agriculture,4
1/18/22,B,Transportation,161
1/18/22,B,Communication Services,559
1/18/22,B,Consulting,53
1/18/22,B,Janitorial Services,57
1/18/22,A,Financial Services,44
1/18/22,A,Retail,84
1/18/22,A,Beauty Industry,29
1/18/22,A,Construction,14
1/18/22,A,Agriculture,4
1/18/22,A,Transportation,189
1/18/22,A,Communication Services,304
1/18/22,A,Consulting,55
1/18/22,A,Janitorial Services,46
1/19/22,B,Financial Services,68
1/19/22,B,Retail,157
1/19/22,B,Beauty Industry,74
1/19/22,B,Construction,11
1/19/22,B,Agriculture,3
1/19/22,B,Transportation,162
1/19/22,B,Communication Services,488
1/19/22,B,Consulting,70
1/19/22,B,Janitorial Services,57
1/19/22,A,Financial Services,48
1/19/22,A,Retail,76
1/19/22,A,Beauty Industry,28
1/19/22,A,Construction,10
1/19/22,A,Agriculture,4
1/19/22,A,Transportation,202
1/19/22,A,Communication Services,307
1/19/22,A,Consulting,49
1/19/22,A,Janitorial Services,44
1/20/22,B,Financial Services,72
1/20/22,B,Retail,131
1/20/22,B,Beauty Industry,86
1/20/22,B,Construction,10
1/20/22,B,Agriculture,5
1/20/22,B,Transportation,175
1/20/22,B,Communication Services,522
1/20/22,B,Consulting,76
1/20/22,B,Janitorial Services,49
1/20/22,A,Financial Services,44
1/20/22,A,Retail,69
1/20/22,A,Beauty Industry,30
1/20/22,A,Construction,8
1/20/22,A,Agriculture,3
1/20/22,A,Transportation,200
1/20/22,A,Communication Services,296
1/20/22,A,Consulting,54
1/20/22,A,Janitorial Services,41
1/21/22,B,Financial Services,51
1/21/22,B,Retail,130
1/21/22,B,Beauty Industry,50
1/21/22,B,Construction,9
1/21/22,B,Transportation,119
1/21/22,B,Communication Services,427
1/21/22,B,Consulting,50
1/21/22,B,Janitorial Services,47
1/21/22,A,Financial Services,53
1/21/22,A,Retail,68
1/21/22,A,Beauty Industry,22
1/21/22,A,Construction,10
1/21/22,A,Agriculture,4
1/21/22,A,Transportation,153
1/21/22,A,Communication Services,286
1/21/22,A,Consulting,47
1/21/22,A,Janitorial Services,37
1/22/22,B,Financial Services,33
1/22/22,B,Retail,68
1/22/22,B,Beauty Industry,18
1/22/22,B,Construction,5
1/22/22,B,Transportation,70
1/22/22,B,Communication Services,207
1/22/22,B,Consulting,33
1/22/22,B,Janitorial Services,21
1/22/22,A,Financial Services,61
1/22/22,A,Retail,49
1/22/22,A,Beauty Industry,28
1/22/22,A,Construction,4
1/22/22,A,Transportation,136
1/22/22,A,Communication Services,164
1/22/22,A,Consulting,33
1/22/22,A,Janitorial Services,26
1/23/22,B,Financial Services,31
1/23/22,B,Retail,72
1/23/22,B,Beauty Industry,18
1/23/22,B,Construction,4
1/23/22,B,Transportation,65
1/23/22,B,Communication Services,186
1/23/22,B,Consulting,31
1/23/22,B,Janitorial Services,18
1/23/22,A,Financial Services,41
1/23/22,A,Retail,49
1/23/22,A,Beauty Industry,20
1/23/22,A,Construction,3
1/23/22,A,Agriculture,3
1/23/22,A,Transportation,103
1/23/22,A,Communication Services,152
1/23/22,A,Consulting,32
1/23/22,A,Janitorial Services,20
1/24/22,B,Financial Services,75
1/24/22,B,Retail,172
1/24/22,B,Beauty Industry,73
1/24/22,B,Construction,13
1/24/22,B,Agriculture,3
1/24/22,B,Transportation,148
1/24/22,B,Communication Services,514
1/24/22,B,Consulting,81
1/24/22,B,Janitorial Services,63
1/24/22,A,Financial Services,42
1/24/22,A,Retail,71
1/24/22,A,Beauty Industry,28
1/24/22,A,Construction,15
1/24/22,A,Transportation,174
1/24/22,A,Communication Services,304
1/24/22,A,Consulting,44
1/24/22,A,Janitorial Services,43
1/25/22,B,Financial Services,75
1/25/22,B,Retail,172
1/25/22,B,Beauty Industry,73
1/25/22,B,Construction,10
1/25/22,B,Agriculture,4
1/25/22,B,Transportation,153
1/25/22,B,Communication Services,556
1/25/22,B,Consulting,75
1/25/22,B,Janitorial Services,69
1/25/22,A,Financial Services,59
1/25/22,A,Retail,66
1/25/22,A,Beauty Industry,26
1/25/22,A,Construction,14
1/25/22,A,Agriculture,4
1/25/22,A,Transportation,159
1/25/22,A,Communication Services,245
1/25/22,A,Consulting,43
1/25/22,A,Janitorial Services,40
1/26/22,B,Financial Services,69
1/26/22,B,Retail,153
1/26/22,B,Beauty Industry,84
1/26/22,B,Construction,13
1/26/22,B,Agriculture,4
1/26/22,B,Transportation,159
1/26/22,B,Communication Services,513
1/26/22,B,Consulting,85
1/26/22,B,Janitorial Services,58
1/26/22,A,Financial Services,46
1/26/22,A,Retail,69
1/26/22,A,Beauty Industry,28
1/26/22,A,Construction,9
1/26/22,A,Agriculture,3
1/26/22,A,Transportation,154
1/26/22,A,Communication Services,278
1/26/22,A,Consulting,50
1/26/22,A,Janitorial Services,28
1/27/22,B,Financial Services,52
1/27/22,B,Retail,147
1/27/22,B,Beauty Industry,74
1/27/22,B,Construction,6
1/27/22,B,Agriculture,4
1/27/22,B,Transportation,164
1/27/22,B,Communication Services,526
1/27/22,B,Consulting,92
1/27/22,B,Janitorial Services,52
1/27/22,A,Financial Services,43
1/27/22,A,Retail,53
1/27/22,A,Beauty Industry,28
1/27/22,A,Construction,7
1/27/22,A,Transportation,193
1/27/22,A,Communication Services,273
1/27/22,A,Consulting,42
1/27/22,A,Janitorial Services,39
1/28/22,B,Financial Services,59
1/28/22,B,Retail,135
1/28/22,B,Beauty Industry,65
1/28/22,B,Construction,7
1/28/22,B,Agriculture,4
1/28/22,B,Transportation,137
1/28/22,B,Communication Services,517
1/28/22,B,Consulting,68
1/28/22,B,Janitorial Services,49
1/28/22,A,Financial Services,44
1/28/22,A,Retail,61
1/28/22,A,Beauty Industry,22
1/28/22,A,Construction,6
1/28/22,A,Transportation,113
1/28/22,A,Communication Services,285
1/28/22,A,Consulting,35
1/28/22,A,Janitorial Services,37
1/29/22,B,Financial Services,22
1/29/22,B,Retail,63
1/29/22,B,Beauty Industry,35
1/29/22,B,Construction,4
1/29/22,B,Transportation,59
1/29/22,B,Communication Services,213
1/29/22,B,Consulting,37
1/29/22,B,Janitorial Services,17
1/29/22,A,Financial Services,18
1/29/22,A,Retail,40
1/29/22,A,Beauty Industry,18
1/29/22,A,Construction,6
1/29/22,A,Transportation,88
1/29/22,A,Communication Services,149
1/29/22,A,Consulting,33
1/29/22,A,Janitorial Services,28
1/30/22,B,Financial Services,29
1/30/22,B,Retail,57
1/30/22,B,Beauty Industry,28
1/30/22,B,Construction,7
1/30/22,B,Transportation,66
1/30/22,B,Communication Services,211
1/30/22,B,Consulting,35
1/30/22,B,Janitorial Services,15
1/30/22,A,Financial Services,21
1/30/22,A,Retail,38
1/30/22,A,Beauty Industry,17
1/30/22,A,Construction,9
1/30/22,A,Transportation,84
1/30/22,A,Communication Services,171
1/30/22,A,Consulting,31
1/30/22,A,Janitorial Services,24
1/31/22,B,Financial Services,85
1/31/22,B,Retail,154
1/31/22,B,Beauty Industry,60
1/31/22,B,Construction,7
1/31/22,B,Transportation,163
1/31/22,B,Communication Services,663
1/31/22,B,Consulting,70
1/31/22,B,Janitorial Services,51
1/31/22,A,Financial Services,39
1/31/22,A,Retail,57
1/31/22,A,Beauty Industry,33
1/31/22,A,Construction,7
1/31/22,A,Transportation,148
1/31/22,A,Communication Services,225
1/31/22,A,Consulting,41
1/31/22,A,Janitorial Services,43
2/1/22,B,Financial Services,92
2/1/22,B,Retail,162
2/1/22,B,Beauty Industry,92
2/1/22,B,Construction,14
2/1/22,B,Agriculture,4
2/1/22,B,Transportation,162
2/1/22,B,Communication Services,671
2/1/22,B,Consulting,72
2/1/22,B,Janitorial Services,61
2/1/22,A,Financial Services,50
2/1/22,A,Retail,69
2/1/22,A,Beauty Industry,29
2/1/22,A,Construction,10
2/1/22,A,Transportation,174
2/1/22,A,Communication Services,268
2/1/22,A,Consulting,60
2/1/22,A,Janitorial Services,47
2/2/22,B,Financial Services,75
2/2/22,B,Retail,151
2/2/22,B,Beauty Industry,87
2/2/22,B,Construction,20
2/2/22,B,Agriculture,5
2/2/22,B,Transportation,139
2/2/22,B,Communication Services,581
2/2/22,B,Consulting,75
2/2/22,B,Janitorial Services,65
2/2/22,A,Financial Services,30
2/2/22,A,Retail,65
2/2/22,A,Beauty Industry,36
2/2/22,A,Construction,7
2/2/22,A,Agriculture,3
2/2/22,A,Transportation,142
2/2/22,A,Communication Services,304
2/2/22,A,Consulting,42
2/2/22,A,Janitorial Services,31
2/3/22,B,Financial Services,83
2/3/22,B,Retail,169
2/3/22,B,Beauty Industry,74
2/3/22,B,Construction,8
2/3/22,B,Agriculture,4
2/3/22,B,Transportation,152
2/3/22,B,Communication Services,512
2/3/22,B,Consulting,76
2/3/22,B,Janitorial Services,63
2/3/22,A,Financial Services,37
2/3/22,A,Retail,71
2/3/22,A,Beauty Industry,31
2/3/22,A,Construction,11
2/3/22,A,Agriculture,5
2/3/22,A,Transportation,139
2/3/22,A,Communication Services,262
2/3/22,A,Consulting,46
2/3/22,A,Janitorial Services,40
2/4/22,B,Financial Services,75
2/4/22,B,Retail,140
2/4/22,B,Beauty Industry,63
2/4/22,B,Construction,7
2/4/22,B,Agriculture,3
2/4/22,B,Transportation,178
2/4/22,B,Communication Services,487
2/4/22,B,Consulting,72
2/4/22,B,Janitorial Services,69
2/4/22,A,Financial Services,37
2/4/22,A,Retail,62
2/4/22,A,Beauty Industry,31
2/4/22,A,Construction,4
2/4/22,A,Agriculture,3
2/4/22,A,Transportation,127
2/4/22,A,Communication Services,201
2/4/22,A,Consulting,46
2/4/22,A,Janitorial Services,33
2/5/22,B,Financial Services,40
2/5/22,B,Retail,60
2/5/22,B,Beauty Industry,35
2/5/22,B,Construction,5
2/5/22,B,Transportation,65
2/5/22,B,Communication Services,233
2/5/22,B,Consulting,39
2/5/22,B,Janitorial Services,19
2/5/22,A,Financial Services,30
2/5/22,A,Retail,35
2/5/22,A,Beauty Industry,14
2/5/22,A,Construction,4
2/5/22,A,Transportation,99
2/5/22,A,Communication Services,150
2/5/22,A,Consulting,51
2/5/22,A,Janitorial Services,16
2/6/22,B,Financial Services,32
2/6/22,B,Retail,57
2/6/22,B,Beauty Industry,28
2/6/22,B,Construction,6
2/6/22,B,Transportation,68
2/6/22,B,Communication Services,230
2/6/22,B,Consulting,31
2/6/22,B,Janitorial Services,15
2/6/22,A,Financial Services,42
2/6/22,A,Retail,37
2/6/22,A,Beauty Industry,21
2/6/22,A,Construction,5
2/6/22,A,Transportation,93
2/6/22,A,Communication Services,160
2/6/22,A,Consulting,47
2/6/22,A,Janitorial Services,18
2/7/22,B,Financial Services,72
2/7/22,B,Retail,171
2/7/22,B,Beauty Industry,68
2/7/22,B,Construction,5
2/7/22,B,Agriculture,5
2/7/22,B,Transportation,165
2/7/22,B,Communication Services,530
2/7/22,B,Consulting,72
2/7/22,B,Janitorial Services,51
2/7/22,A,Financial Services,36
2/7/22,A,Retail,85
2/7/22,A,Beauty Industry,30
2/7/22,A,Construction,10
2/7/22,A,Agriculture,3
2/7/22,A,Transportation,126
2/7/22,A,Communication Services,252
2/7/22,A,Consulting,54
2/7/22,A,Janitorial Services,44
2/8/22,B,Financial Services,69
2/8/22,B,Retail,129
2/8/22,B,Beauty Industry,68
2/8/22,B,Construction,7
2/8/22,B,Agriculture,3
2/8/22,B,Transportation,172
2/8/22,B,Communication Services,516
2/8/22,B,Consulting,79
2/8/22,B,Janitorial Services,59
2/8/22,A,Financial Services,33
2/8/22,A,Retail,52
2/8/22,A,Beauty Industry,17
2/8/22,A,Construction,10
2/8/22,A,Transportation,134
2/8/22,A,Communication Services,247
2/8/22,A,Consulting,43
2/8/22,A,Janitorial Services,28
2/9/22,B,Financial Services,62
2/9/22,B,Retail,125
2/9/22,B,Beauty Industry,74
2/9/22,B,Construction,10
2/9/22,B,Agriculture,6
2/9/22,B,Transportation,147
2/9/22,B,Communication Services,547
2/9/22,B,Consulting,69
2/9/22,B,Janitorial Services,48
2/9/22,A,Financial Services,51
2/9/22,A,Retail,50
2/9/22,A,Beauty Industry,24
2/9/22,A,Construction,14
2/9/22,A,Agriculture,4
2/9/22,A,Transportation,116
2/9/22,A,Communication Services,230
2/9/22,A,Consulting,41
2/9/22,A,Janitorial Services,31
2/10/22,B,Financial Services,63
2/10/22,B,Retail,142
2/10/22,B,Beauty Industry,65
2/10/22,B,Construction,4
2/10/22,B,Agriculture,6
2/10/22,B,Transportation,152
2/10/22,B,Communication Services,489
2/10/22,B,Consulting,82
2/10/22,B,Janitorial Services,59
2/10/22,A,Financial Services,39
2/10/22,A,Retail,77
2/10/22,A,Beauty Industry,27
2/10/22,A,Construction,4
2/10/22,A,Agriculture,3
2/10/22,A,Transportation,98
2/10/22,A,Communication Services,269
2/10/22,A,Consulting,44
2/10/22,A,Janitorial Services,42
2/11/22,B,Financial Services,61
2/11/22,B,Retail,129
2/11/22,B,Beauty Industry,59
2/11/22,B,Construction,9
2/11/22,B,Agriculture,3
2/11/22,B,Transportation,116
2/11/22,B,Communication Services,440
2/11/22,B,Consulting,73
2/11/22,B,Janitorial Services,44
2/11/22,A,Financial Services,37
2/11/22,A,Retail,50
2/11/22,A,Beauty Industry,13
2/11/22,A,Construction,6
2/11/22,A,Agriculture,4
2/11/22,A,Transportation,95
2/11/22,A,Communication Services,202
2/11/22,A,Consulting,50
2/11/22,A,Janitorial Services,28
2/12/22,B,Financial Services,29
2/12/22,B,Retail,54
2/12/22,B,Beauty Industry,19
2/12/22,B,Construction,4
2/12/22,B,Transportation,75
2/12/22,B,Communication Services,200
2/12/22,B,Consulting,32
2/12/22,B,Janitorial Services,25
2/12/22,A,Financial Services,24
2/12/22,A,Retail,35
2/12/22,A,Beauty Industry,19
2/12/22,A,Construction,6
2/12/22,A,Transportation,72
2/12/22,A,Communication Services,137
2/12/22,A,Consulting,21
2/12/22,A,Janitorial Services,16
2/13/22,B,Financial Services,19
2/13/22,B,Retail,53
2/13/22,B,Beauty Industry,17
2/13/22,B,Construction,7
2/13/22,B,Transportation,51
2/13/22,B,Communication Services,164
2/13/22,B,Consulting,25
2/13/22,B,Janitorial Services,13
2/13/22,A,Financial Services,25
2/13/22,A,Retail,36
2/13/22,A,Beauty Industry,21
2/13/22,A,Construction,6
2/13/22,A,Transportation,71
2/13/22,A,Communication Services,138
2/13/22,A,Consulting,27
2/13/22,A,Janitorial Services,20
2/14/22,B,Financial Services,60
2/14/22,B,Retail,147
2/14/22,B,Beauty Industry,66
2/14/22,B,Construction,8
2/14/22,B,Transportation,115
2/14/22,B,Communication Services,468
2/14/22,B,Consulting,61
2/14/22,B,Janitorial Services,41
2/14/22,A,Financial Services,28
2/14/22,A,Retail,47
2/14/22,A,Beauty Industry,28
2/14/22,A,Construction,5
2/14/22,A,Agriculture,4
2/14/22,A,Transportation,113
2/14/22,A,Communication Services,185
2/14/22,A,Consulting,36
2/14/22,A,Janitorial Services,29
2/15/22,B,Financial Services,66
2/15/22,B,Retail,165
2/15/22,B,Beauty Industry,59
2/15/22,B,Construction,11
2/15/22,B,Agriculture,3
2/15/22,B,Transportation,138
2/15/22,B,Communication Services,536
2/15/22,B,Consulting,74
2/15/22,B,Janitorial Services,48
2/15/22,A,Financial Services,30
2/15/22,A,Retail,65
2/15/22,A,Beauty Industry,27
2/15/22,A,Construction,5
2/15/22,A,Agriculture,3
2/15/22,A,Transportation,121
2/15/22,A,Communication Services,218
2/15/22,A,Consulting,36
2/15/22,A,Janitorial Services,32
2/16/22,B,Financial Services,68
2/16/22,B,Retail,132
2/16/22,B,Beauty Industry,61
2/16/22,B,Construction,10
2/16/22,B,Agriculture,4
2/16/22,B,Transportation,146
2/16/22,B,Communication Services,548
2/16/22,B,Consulting,80
2/16/22,B,Janitorial Services,74
2/16/22,A,Financial Services,42
2/16/22,A,Retail,66
2/16/22,A,Beauty Industry,18
2/16/22,A,Construction,6
2/16/22,A,Agriculture,4
2/16/22,A,Transportation,125
2/16/22,A,Communication Services,205
2/16/22,A,Consulting,36
2/16/22,A,Janitorial Services,37
2/17/22,B,Financial Services,84
2/17/22,B,Retail,162
2/17/22,B,Beauty Industry,55
2/17/22,B,Construction,11
2/17/22,B,Agriculture,5
2/17/22,B,Transportation,170
2/17/22,B,Communication Services,506
2/17/22,B,Consulting,66
2/17/22,B,Janitorial Services,58
2/17/22,A,Financial Services,36
2/17/22,A,Retail,42
2/17/22,A,Beauty Industry,29
2/17/22,A,Construction,8
2/17/22,A,Transportation,148
2/17/22,A,Communication Services,252
2/17/22,A,Consulting,36
2/17/22,A,Janitorial Services,32
2/18/22,B,Financial Services,59
2/18/22,B,Retail,108
2/18/22,B,Beauty Industry,51
2/18/22,B,Construction,9
2/18/22,B,Agriculture,4
2/18/22,B,Transportation,145
2/18/22,B,Communication Services,378
2/18/22,B,Consulting,75
2/18/22,B,Janitorial Services,38
2/18/22,A,Financial Services,22
2/18/22,A,Retail,50
2/18/22,A,Beauty Industry,27
2/18/22,A,Construction,4
2/18/22,A,Agriculture,4
2/18/22,A,Transportation,103
2/18/22,A,Communication Services,218
2/18/22,A,Consulting,37
2/18/22,A,Janitorial Services,22
2/19/22,B,Financial Services,39
2/19/22,B,Retail,50
2/19/22,B,Beauty Industry,14
2/19/22,B,Construction,7
2/19/22,B,Transportation,57
2/19/22,B,Communication Services,194
2/19/22,B,Consulting,35
2/19/22,B,Janitorial Services,25
2/19/22,A,Financial Services,29
2/19/22,A,Retail,40
2/19/22,A,Beauty Industry,11
2/19/22,A,Construction,5
2/19/22,A,Transportation,105
2/19/22,A,Communication Services,150
2/19/22,A,Consulting,35
2/19/22,A,Janitorial Services,24
2/20/22,B,Financial Services,35
2/20/22,B,Retail,46
2/20/22,B,Beauty Industry,25
2/20/22,B,Construction,6
2/20/22,B,Agriculture,3
